הארי פוטר,Qbzn - הארי פוטר 6_2009.mp4,https://drive.google.com/file/d/1E1nybaeKXtDg4UP7J0c3cAZZ9pMkf7Al/view,Harry Potter and the Half-Blood Prince,2009,"פנטזיה, הרפתקאות, אקשן",153,"הארי פוטר חוזר לשנה השישית בבית הספר הוגוורטס, שם הוא מגלה סודות חשובים על עברו של וולדמורט בעזרת ספר מסתורי. בזמן שהאיום של וולדמורט גובר, הארי וחבריו מוצאים עצמם מתמודדים עם סכנות חדשות והחלטות קשות."
הארי פוטר,Qbzn - הארי פוטר 7 • חלק 1_2010.mp4,https://drive.google.com/file/d/1tOBzuirCjAGq7gW0nb5D0VMUhMvmj9g-/view,Qbzn - הארי פוטר 7 • חלק 1_2010.mp4,N/A,N/A,N/A,N/A
הארי פוטר,Qbzn - הארי פוטר 7 • חלק 2_2011.mp4,https://drive.google.com/file/d/16byhDIifTQQwo66zgRRZ13tOAY3NzkmF/view,Qbzn - הארי פוטר 7 • חלק 2_2011.mp4,N/A,N/A,N/A,N/A
הארי פוטר,Qbzn - הארי פוטר 8 • בחזרה להוגוורטס_2022.mp4,https://drive.google.com/file/d/1ZXTeRMYn_puW2SNu7bVB6TcgFhdYxL7L/view,Qbzn - הארי פוטר 8 • בחזרה להוגוורטס_2022.mp4,N/A,N/A,N/A,N/A
קפטן אמריקה,קפטן אמריקה 1 - הנוקם הראשון,https://drive.google.com/file/d/1Q3RcDnuRq42aL__yT74WDw77M8ud042C/view?usp=drivesdk,קפטן אמריקה 1 - הנוקם הראשון,N/A,N/A,N/A,N/A
קפטן אמריקה,קפטן אמריקה 2 - החייל החורף,https://drive.google.com/file/d/1jZ3EDARrPx3At9NUinaAGTqn_Ddiz3gL/view,קפטן אמריקה 2 - החייל החורף,N/A,N/A,N/A,N/A
קפטן אמריקה,קפטן אמריקה 3 - מלחמת האזרחים,https://drive.google.com/file/d/137HeiBZGwrxx3Ed6NMZZ1xJU5G6rbMkG/view?usp=drivesdk,קפטן אמריקה 3 - מלחמת האזרחים,N/A,N/A,N/A,N/A
קפטן אמריקה,קפטן אמריקה 4 - Qbzn,https://drive.google.com/file/d/1fIRFlpomsYEuAKF8J7WqU5N8zmL1LHtF/view?usp=drivesdk,קפטן אמריקה 4 - Qbzn,N/A,N/A,N/A,N/A
שרק,שרק 1 - מדובב,https://drive.google.com/file/d/1-gdWD0N-iCdLMItt1mobdmY_7Jlyc_yy/view?usp=drivesdk,Shrek,2001,"אנימציה, קומדיה, הרפתקאות",90,"שארק הוא אורק חביב שמעדיף לחיות בבדידות בביצותיו. כאשר חבורת יצורים קסומים מגרשים אותו מביתו, הוא יוצא למסע להציל נסיכה ולהחזיר את השקט לחייו. במהלך הדרך הוא מגלה חברות אמת ואומץ פנימי."
שרק,שרק 2 - מדובב,https://drive.google.com/file/d/1-fNd4IKnysNTofQPRzzZiPjGMHhcyGWi/view?usp=drivesdk,Shrek 2,2004,"אנימציה, קומדיה, פנטזיה",93,שייק חוזר להרפתקה בסרט ההמשך שבו הוא יוצא למסע עם פיאונה ושון הכבש כדי לפגוש את הורי פיאונה ולהתמודד עם סכנות חדשות. העלילה מתמקדת באתגרים המשונים והבדיחות הקומיות שמופיעות בדרך להכרה וקבלת השוני.
שרק,שרק 3 - מדובב,https://drive.google.com/file/d/1-CiuiPyM7HxNcJ7AVn1LEVUi3HaVkBMc/view?usp=drivesdk,Shrek the Third,2007,"אנימציה, קומדיה, הרפתקאות",93,"שרק חוזר להרפתקה חדשה כאשר הוא מחפש את היורש לממלכת מווג וכל זה כדי להימנע מלקחת על עצמו את התפקיד. יחד עם חבריו, הוא יוצא למסע מצחיק ומרגש לצורך גילוי עצמי והגשמת גורלו."
שרק,שרק 4 - מדובב,https://drive.google.com/file/d/1-P_EqFQT5VGGq9lQTMwY--FD95qla-V_/view?usp=drivesdk,Shrek 4: Forever After,2010,"אנימציה, הרפתקאות, קומדיה",93,שרק חווה משבר זהות ומבקש להחזיר לעצמו את הימים שבהם היה מפלצת אמיתית. בעקבות הסכם קסום הוא נכנס לעולם מקביל שבו הכול שונה והוא חייב למצוא דרך לתקן את המצב ולהשיב את חייו למסלולם.
אווטאר הסרט,אווטאר 1 2009,https://drive.google.com/file/d/0B79u9U_OzyeCcGozNGhCY2NnTzQ/view?usp=drivesdk&resourcekey=0-Wf_aC5Etmd46_Mg-IqN3iw,Avatar,2009,"מדע בדיוני, הרפתקאות, פנטזיה",162,"בעולם עתידני על כוכב הלכת פנדורה, כספי לוחם נכה מצטרף לתוכנית שבה הוא משתמש בגוף אווטאר כדי לתקשר עם התושבים המקומיים. כשהוא מתקרב לתרבות שלהם, הוא מגלה סכסוך בין בני האדם לתושבי הכוכב ונאלץ לבחור בין נאמנות למולדתו או להצלת העולם החדש בו הוא חי."
אווטאר הסרט,איירבנדר אווטאר - כשף האוויר האחרון | (2010),https://drive.google.com/file/d/1Npg_g5FPB65QnUYwfsH7DC0mhcR5eIvJ/view,The Last Airbender,2010,"פנטזיה, פעולה, הרפתקאות",103,"הסרט עוקב אחרי נער צעיר בשם אנג שסוגייתו להיות ה'אווטאר' - היחיד שיכול לשלוט בארבעת היסודות: מים, אדמה, אש ואוויר. כשהארץ בסכנה על ידי אומה שניסתה להשתלט, אנג וצוותו יוצאים למשימה להציל את העולם. תוך כדי כך, הם מתמודדים עם אתגרים, אויבים וכוחות מסתורייים."
אווטאר הסרט,אווטאר דרכם של המים 2022,https://drive.google.com/file/d/1u2NGxUyw8p-IORmvSIRR6h9TitwCwLff/view?usp=drivesdk,Avatar: The Way of Water,2022,"מדע בדיוני, פנטזיה, הרפתקאות",192,"בעקבות אירועים מהסרט הראשון, ג'ייק סאלי ומשפחתו נאלצים להתמודד עם איומים חדשים מהעולם החיצון. הם חוקרים את האוקיינוסים של פנדורה ומגלים סודות חדשים תוך כדי מאבק על ההישרדות והגנה על סביבתם הטבעית."
אווטאר סרט,אווטאר 1 2009,https://drive.google.com/file/d/0B79u9U_OzyeCcGozNGhCY2NnTzQ/view?usp=drivesdk&resourcekey=0-Wf_aC5Etmd46_Mg-IqN3iw,Avatar,2009,"מדע בדיוני, פעולה, הרפתקאות",162,"הסיפור מתרחש בעתיד, כאשר ג'ייק סאלי, חייל נכה, נשלח לכוכב הלכת פנדורה. שם הוא מפעיל אווטאר – גוף ביולוגי סינטטי המחבר בין תודעתו לבין הגוף, ומוצא את עצמו במאבק לשמור על תושבי פנדורה מול כוח תעשייתי חמדן. הסרט מתמקד בקונפליקט בין הטבע לטכנולוגיה ובמסע של גילוי עצמי."
אווטאר סרט,איירבנדר אווטאר - כשף האוויר האחרון | (2010),https://drive.google.com/file/d/1Npg_g5FPB65QnUYwfsH7DC0mhcR5eIvJ/view,The Last Airbender,2010,"פנטזיה, פעולה, הרפתקאות",103,"בעולם שבו אנשים יכולים לשלוט באלמנטים טבעיים, נער בשם אנג מסוגל לשלוט בארבעה יסודות. הוא יוצא למסע להצלת העולם מהאווטאר הרשע שמנסה לשלוט בכל הארצות. במהלך הדרך הוא מצליח לאחד כוחות ולעמוד מול אתגרים גדולים."
אווטאר סרט,אווטאר דרכם של המים 2022,https://drive.google.com/file/d/1u2NGxUyw8p-IORmvSIRR6h9TitwCwLff/view?usp=drivesdk,Avatar: The Way of Water,2022,"מדע בדיוני, פעולה, הרפתקאות",192,"בסרט זה ממשיך ג'ייק סאלי לחקור את עולם פנדורה יחד עם משפחתו, כשהם נאלצים להתמודד עם איומים חדשים ומורכבים. העלילה מתמקדת ביחסים בין בני האדם ליוצרי העולם הקסום, וכן במאבקים לשמירת האיזון בין הכוחות השונים. הסרט מציע חוויית צפייה מרהיבה עם טכנולוגיות וויזואליות מתקדמות."
משימה בלתי אפשרית,משימה בלתי אפשרית 1,https://drive.google.com/file/d/1LMLg5vC1SDeg82lblGrLys_z0j_z_9DS/view,Mission: Impossible,1996,"פעולה, מתח",110,"איתן האנט, סוכן סודי של סוכנות IMF, מוצא את עצמו בירידה כאשר צוותו מוצא את עצמו בלא אמון לאחר ניסיון כושל להסיר איומים. הוא חייב לחשוף בוגד בתוך הארגון ולהציל את חייו במשימה בלתי אפשרית."
משימה בלתי אפשרית,משימה בלתי אפשרית 2,https://drive.google.com/file/d/1OQL64u3erGkjFo7mUJBQ5wSifZ7KEp5W/view,Mission: Impossible 2,2000,"פעולה, מתח",124,"איתן האנט משימה לעצור וירוס קטלני שנגנב על ידי טרוריסט. עם עזרתו של רשות MI, הוא חייב לחדור ולהשמיד את האיום לפני שהוא מתפשט ומחסל מיליונים."
משימה בלתי אפשרית,משימה בלתי אפשרית 3,https://drive.google.com/file/d/1y-jPcyIPeZK-cJXUm1AzmFSnZ8Mct3Ky/view,Mission: Impossible III,2006,"פעולה, מותחן, הרפתקאות",126,"אי.ת'אם האנט הוא סוכן חשאי המסיים את שירותו ולעבור לפרק את חייו עם ארוסתו. כאשר מתגלה איום חדש ומסוכן, הוא נאלץ לחזור לפעולה כדי להציל את חבריו ואת העולם מסכנה בלתי אפשרית."
משימה בלתי אפשרית,משימה בלתי אפשרית 4 קוד הצללים,https://drive.google.com/file/d/1kjpOIYj3bdG7Xs0Qbc6TSFd4zI13m9_K/view,משימה בלתי אפשרית 4 קוד הצללים,N/A,N/A,N/A,N/A
משימה בלתי אפשרית,משימה בלתי אפשרית 5 אומת הנוכלים,https://drive.google.com/file/d/1z4dJU9fWMFxrLZ-LraDM7jIU7D-Q3DDb/view?usp=drivesdk,משימה בלתי אפשרית 5 אומת הנוכלים,N/A,N/A,N/A,N/A
משימה בלתי אפשרית,משימה בלתי אפשרית 6 התרסקות,https://drive.google.com/file/d/16dZVw-Or97OZoZUxyOYLcvXFRjy8w1sV/view?usp=drivesdk,משימה בלתי אפשרית 6 התרסקות,N/A,N/A,N/A,N/A
משימה בלתי אפשרית,משימה בלתי אפשרית 7 נקמת המוות – חלק 1,https://drive.google.com/file/d/1-ltvqs8uzWjl_OCwiamsR9Nwu9wagB7u,משימה בלתי אפשרית 7 נקמת המוות – חלק 1,N/A,N/A,N/A,N/A
משימה בלתי אפשרית,משימה בלתי אפשרית 8 • החשבון הסופי,https://drive.google.com/file/d/1VnxC-PgyRsW33WQ6GAkPrDVyFLeUlAez/view?usp=drivesdk,משימה בלתי אפשרית 8 • החשבון הסופי,N/A,N/A,N/A,N/A
לשחרר את ווילי,לשחרר את ווילי 1,https://drive.google.com/open?id=1cYlSrxri1vjege0yPDe43eRGvVLbFUDH,לשחרר את ווילי 1,N/A,N/A,N/A,N/A
לשחרר את ווילי,חלק 1,https://drive.google.com/open?id=1tHvS_n7oz15h43VVyH-N6Y5yT9i2L_Or,חלק 1,N/A,N/A,N/A,N/A
לשחרר את ווילי,חלק 2,https://drive.google.com/open?id=1bg-igVx_mpWDTpeW2zqTIwjTM97AZjrm,Part II,2009,"אימה, מיסתורין",93,סרט אימה שבו דמויות מתמודדות עם סודות אפלים ומפחידים שמתחילים להתגלות מחדש. העלילה מתמקדת בהשלכות מסוכנות שמתרחשות בעקבות אירועים מהעבר.
לשחרר את ווילי,לשחרר את ווילי 3 - ההצלה,https://drive.google.com/open?id=1iDdSd0AjzQzURSdxUvZPjar5nJ81Zgub,Free Willy 3: The Rescue,1997,"הרפתקאות, דרמה",91,"בחלק השלישי בסדרה, ג'סי מתכנן להציל את כוויאט, הכוראל השחור החביב עליו, שנמצא בסכנת הישלחמות. יחד עם ווילי, הם יוצאים למשימה להציל את הים והיצורים שבתוכו מאיום ההרס."
לשחרר את ווילי,לשחרר את ווילי 4 - הבריחה מהפיראטים,https://drive.google.com/open?id=1C2neBKseLR6maonXPDE9Gk-vpcCst2SH,Free Willy 4: Escape from Pirate's Cove,2010,"הרפתקאות, משפחה",87,"ג'סי מתגבר על פחדיו ומבקר באי שבו חי ולי, הלוויתן האהוב. כשהוא מגלה שהאי בסכנה מפיראטים, הוא צריך לעזור לולי ולחבריו להימלט ולהציל את ביתם בטבע."
דדפול,דדפול 1,https://drive.google.com/file/d/0B6Hm7pw6lh-Rbks0aFVjUEliYlU/view?usp=drivesdk&resourcekey=0-bOVfsMy4P_eFDKhMW268qA,Deadpool,2016,"פעולה, קומדיה, מדע בדיוני",108,"וייד וילסון הוא חייל לשעבר שהופך למיליוןר עסקים, אך לאחר שאובחן במחלת סרטן הוא עובר ניסוי רפואי סודי שמקנה לו כוחות על, אך משחית את מראהו. הוא יוצא לנקום במי שהרס את חייו תוך כדי ביקורת עצמי והומור שחור."
דדפול,דדפול 2,https://drive.google.com/file/d/1JZaocIUzptXPOF5z3DRKeXe2hSrmGRnP/view?usp=drivesdk,Deadpool 2,2018,"אקשן, קומדיה, סרט גיבורים",119,"וייד וילסון, הידוע כדדפול, ממשיך בהרפתקאותיו כשהוא מנסה להגן על נער בשם ראספוטין מפני שכיר החרב קייבבל. הסרט משלב אקשן מטורף והומור אירוני בעולם גיבורי על."
דדפול,דדפול 3,https://drive.google.com/file/d/1CD58luaeUZc_fzkTssEFtR1BGFcjbxj0/view?usp=drivesdk,Deadpool 3,2024,"פעולה, קומדיה, פנטזיה",125,"הסרט ממשיך את סיפורו של וייד וילסון, איש הקומיקס עם חוש הומור שחור וכוחות ריפוי על-אנושיים. הפעם, דדפול מתמודד עם אתגרים חדשים ועם פגישות לא צפויות בעולם הקולנועי של מארוול. הוא משלב פעולה והומור ייחודי בסיפור מרתק ומלא הפתעות."
שכחו אותי בבית,שכחו אותי בבית 1,https://drive.google.com/file/d/1Fx9v2kf6hayCVN3zJUYrARq5Afey_knc/view?usp=drivesdk,Home Alone,1990,"קומדיה, משפחה",103,"נער קטן בשם קווין נשאר בטעות לבד בבית בזמן שתחילת חג המולד משפחתו יוצאת לחופשה בחו""ל. בזמן זה, הוא מתמודד עם שני פורצים שמנסים לפרוץ לביתו, ומנצח אותם באמצעות מלכודות מצחיקות ומקוריות."
שכחו אותי בבית,שכחו אותי בבית 2,https://drive.google.com/file/d/1rOMDO23f4VTO_8O3Mj0AsZwV_k7FZ_bO/view?usp=drivesdk,Home Alone 2: Lost in New York,1992,"קומדיה, משפחה",120,"קווין מקריסטי שוב נשאר לבד, הפעם במנהטן, ניו יורק, לאחר שמשפחתו עוצרים בטעות בטיסת יוצאת. הוא מתמודד עם שני התעלולים המוכרים שלו כדי לעצור פושעים שמנסים לבצע גניבה בחנות צעצועים ידועה."
שכחו אותי בבית,שכחו אותי בבית 3,https://drive.google.com/file/d/1WDpSwL_q7X4d-LB5OoFS0zZityqWj3NU/view?usp=drivesdk,Home Alone 3,1997,"קומדיה, פעולה",102,ילד בן שמונה בשם אלכס מוצא את עצמו לבד בבית כאשר שודדים מחפשים חפצים יקרים שהוחזקו בתוך צעצועים. אלכס משתמש ביצירתיות ובמלכודות כדי להעניש את הגנבים ולהגן על הבית שלו. הרפתקה משעשעת ומותחת המלאה בהומור והרבה מתח.
שכחו אותי בבית,שכחו אותי בבית 4,https://drive.google.com/file/d/1iUPccPdUpr6UdP3LbtEMq0EU7q7czjLX/view?usp=drivesdk,Home Alone 4,2002,"קומדיה, משפחה",88,"קווין מקאליסטר מנסה לשמור על הבית כשהוריו נפרדים, והוא מתמודד עם שני פורצים שמנסים לפרוץ אליו. הסרט ממשיך את הרפתקאותיו של קווין במשפחה חדשה וסביבה לא מוכרת. בשונה מהסרטים הקודמים, הפוקוס הוא על הדינמיקה המשפחתית לצד המסכנות והמבוכות הקומיות."
שכחו אותי בבית,שכחו אותי בבית 5,https://drive.google.com/file/d/18oecmkJnT08xUUmKKo7Kzo0xpAN1m4Dl/view?usp=drivesdk,Home Alone 5,2012,"קומדיה, משפחתי",90,"הסרט עוקב אחרי ילד חכם ונמרץ שמתמודד עם פרצת גנבים שמנסים לפרוץ לביתו בזמן חופשה משפחתית. באמצעות תחכום ותחבולות שונות, הוא מצליח להגן על הבית וללמד את הגנבים לקח. סרט חמש בסדרת 'שכחו אותי בבית' שמציע הרפתקאות והומור לכל המשפחה."
שכחו אותי בבית,שכחו אותי בבית 6,https://drive.google.com/file/d/10TggeruX4QlhBXdb52AUKoS6aRx9QQVT/view?usp=drivesdk,Home Alone 6,2002,"קומדיה, משפחה",89,"הסרט עוקב אחר ילד צעיר שנשאר בבית לבד במהלך חופשת חג המולד, ומתמודד עם דרדרות וגנבים במבצעי הגנה יצירתיים. הסרט מציג הרפתקאות מצחיקות והרבה רגעים משפחתיים חמים."
הרץ במבוך,Qbzn - הרץ במבוך 1_2014.mp4,https://drive.google.com/file/d/12k_UyTfd7sZKf2Emay1HBOptrwvPrSGe/view,Qbzn - הרץ במבוך 1_2014.mp4,N/A,N/A,N/A,N/A
הרץ במבוך,Qbzn - הרץ במבוך 2_2015.mp4,https://drive.google.com/file/d/1lB7HSCNQhfH8bXfDb4-tRVQQgl0qs8uB/view,Qbzn - הרץ במבוך 2_2015.mp4,N/A,N/A,N/A,N/A
הרץ במבוך,Qbzn - הרץ במבוך 3_2018.mp4,https://drive.google.com/file/d/1Dl16oSsGjT3RHhpdf_fV2tgZPWgqdBSS/view,Qbzn - הרץ במבוך 3_2018.mp4,N/A,N/A,N/A,N/A
רמבו,רמבו 1,https://drive.google.com/file/d/1HW1pm2r9Qv1kgs7kUkzTTYV9FKVUkoTM/view?usp=drivesdk,רמבו 1,N/A,N/A,N/A,N/A
רמבו,רמבו 2,https://drive.google.com/file/d/11oiKrNz_pU_sl3B_Hs-tOnzH27MO0Fg3/view?usp=drivesdk,רמבו 2,N/A,N/A,N/A,N/A
רמבו,רמבו 3,https://drive.google.com/file/d/1xi9mXOJCOw-s_TJ04U0PoE_aJpcKXh73/view?usp=drivesdk,רמבו 3,N/A,N/A,N/A,N/A
רמבו,רמבו 4,https://drive.google.com/file/d/1TIf3Q-wTif3lmP3-gYKigV3BNJ4gxEfj/view?usp=drivesdk,רמבו 4,N/A,N/A,N/A,N/A
רמבו,רמבו 5,https://drive.google.com/file/d/1HDXOI8cnpt7JN2ffpmAM-HaeEoVNEqjj/view?usp=drivesdk,Rambo,2008,"אקשן, דרמה",93,"רמבו הוא וטרן מלחמה שחי בשקט עד שהוא מתבקש לעזור בקבוצה של נוצרים נרדפים במיאנמר. הוא יוצא למשימה להצלת בני אדם בסיכון, ולחימה בכנופיות מקומיות. הסרט מציג את המאבק של רמבו לצדק ונחישות להגן על הצד החלש."
עידן הקרח,עידן הקרח 1 - מדובב,https://drive.google.com/file/d/1QxqO4n8buw9XLocoj1w7TQb_FV8O6-ad/view?usp=drivesdk,Ice Age,2002,"אנימציה, הרפתקאות, קומדיה",81,"בזמן תקופת הקרח, שלושה יצורים יוצאי דופן - המאמץ מנואל, המוצל, והגמל שלו, מוצא סקרלט, מתאחדים כדי להחזיר תינוק אנושי למשפחתו. תוך כדי המסע, הם מתמודדים עם אתגרים שונים ולומדים על חברות ומשפחה."
עידן הקרח,עידן הקרח 2 - מדובב,https://drive.google.com/file/d/1B1KQqAPXMpFPHfV1_Yi_G8sRU8pxw9tf/view?usp=drivesdk,Ice Age: The Meltdown,2006,"מדע בדיוני, אנימציה, קומדיה",91,"עידן הקרח 2 מספר על סיד, מאני ודיאגו שמגלים כי קרחון ענקי הולך להמיס את ביתם. הם יוצאים למסע להציל את הטריטוריה מהם, תוך התמודדות עם סכנות חדשות והרפתקאות מצחיקות."
עידן הקרח,עידן הקרח 3 - מדובב,https://drive.google.com/file/d/1WV5mAtiHDmtN7-0M8lt9GilCws2k1sVC/view?usp=drivesdk,Ice Age: Dawn of the Dinosaurs,2009,"קומדיה, הרפתקאות, אנימציה",94,"סיד, מנדרלה ומני יוצאים להרפתקה חדשה כאשר סיד מוצא ביצה מסתורית שהופכת לדינוזאור. השלישייה נכנסת לעולם תת-קרקעי מלא בדינוזאורים ומנסים להציל את חברם. הסרט מלא בהומור והרפתקאות מרתקות."
עידן הקרח,עידן הקרח 4 - מדובב,https://drive.google.com/file/d/18j4RHey1hx6aTISNiWRlwhEU1l_JNokY/view?usp=drivesdk,Ice Age: Continental Drift,2012,"אנימציה, הרפתקאות, קומדיה",88,"בעידן הקרח 4, סיד וחבורתו מוצאים את עצמם בספינה צפה בים בעקבות התפוררות היבשה. הם פוגשים דמויות חדשות ומתמודדים עם גנבים וכוחות טבע כשהם מנסים לחזור הביתה ולשמור על החברים שלהם."
עידן הקרח,עידן הקרח 5 - מדובב,https://drive.google.com/file/d/13dAuAVZFBq5-zoIdUPVe6iRYIoEwv6kM/view?usp=drivesdk,Ice Age: Collision Course,2016,"אנימציה, הרפתקאות, קומדיה",94,סיד ולחבריו מתמודדים עם איום חדש על העולם כשהשינאה מתקרבת לכדור הארץ. במהלך ההרפתקה הם מגלים את חשיבות החברות והאומץ תוך כדי מאבק להציל את ביתם.
אקס מן,אקס מן 1 ↙️,https://drive.google.com/file/d/1OuVv421PmQ8yY5TQHySFnj3iID3FC58F/view?usp=drivesdk,X-Men,2000,"אקשן, מדע בדיוני, פנטזיה",104,"קבוצת אנשים עם יכולות על טבעיות, המכונים X-Men, נאבקים למנוע סכסוך בין המוטנטים לבני האדם. פרופסור קסבייר מוביל את הקבוצה במאבק נגד מגנטו, שמאיים על שלום העולם. הסרט מציג את המתח בין קבלה לצורך בהגנה עצמית."
אקס מן,אקס מן 2 ↙️,https://drive.google.com/file/d/1ALEH5JgxI4NekzK_M1wBg0haZZA0UMlE/view?usp=drivesdk,X2: X-Men United,2003,"פעולה, מדע בדיוני, פנטזיה",134,"קבוצת המוטאנטים של 'אקס מן' מתאחדת על מנת להיאבק באיום חדש שמסכן הן את המוטאנטים והן את בני האדם. כשהנשיא האמריקאי נמצא במטרה, הם חייבים לשתף פעולה כדי להציל את העתיד. הסרט ממשיך להעמיק במאבקים הפנימיים והחיצוניים של הדמויות."
אקס מן,אקס מן 3 - המפלט האחרון ↙️,https://drive.google.com/file/d/11PpGiZ_WalYJWxsIrR2aF-GvuFiBSgKC/view?usp=drivesdk,X-Men: The Last Stand,2006,"מדע בדיוני, פעולה, הרפתקאות",104,קבוצה של בעלי כוחות על מתמודדת עם תרופה חדשה שמבטלת את כוחותיהם. הקונפליקט בין המוטנטים לבין החברה שמתנגדת להם מגיע לשיא כשהם מתאחדים למלחמה שהכריעה את עתידם. הסרט ממשיך את סיפורם של דמויות מוכרות מיקום ה-X-Men.
