#,title,videoUrl,videoId,publishedAt,position
1,2018 WORLD CUP FINAL: France 4-2 Croatia,https://www.youtube.com/watch?v=GrsEAvRerTg&list=PLCGIzmTE4d0hww7NG9ytmooEUZov2k-23&index=1,GrsEAvRerTg,2018-07-15T18:21:50Z,0
47,Portugal v Morocco | 2018 FIFA World Cup | Match Highlights,https://www.youtube.com/watch?v=sEtVNlzYAqQ&list=PLCGIzmTE4d0hww7NG9ytmooEUZov2k-23&index=47,sEtVNlzYAqQ,2018-06-20T14:29:13Z,46
48,Russia v Egypt | 2018 FIFA World Cup | Match Highlights,https://www.youtube.com/watch?v=AygUlfmQgBs&list=PLCGIzmTE4d0hww7NG9ytmooEUZov2k-23&index=48,AygUlfmQgBs,2018-06-19T20:21:03Z,47
49,Poland v Senegal | 2018 FIFA World Cup | Match Highlights,https://www.youtube.com/watch?v=SXkg_12ukOk&list=PLCGIzmTE4d0hww7NG9ytmooEUZov2k-23&index=49,SXkg_12ukOk,2018-06-19T17:33:50Z,48
50,Colombia v Japan | 2018 FIFA World Cup | Match Highlights,https://www.youtube.com/watch?v=y4SeAfCg7-o&list=PLCGIzmTE4d0hww7NG9ytmooEUZov2k-23&index=50,y4SeAfCg7-o,2018-06-19T14:48:18Z,49
51,Tunisia v England | 2018 FIFA World Cup | Match Highlights,https://www.youtube.com/watch?v=u3wfrhjoIJg&list=PLCGIzmTE4d0hww7NG9ytmooEUZov2k-23&index=51,u3wfrhjoIJg,2018-06-18T20:39:10Z,50
52,Belgium v Panama | 2018 FIFA World Cup | Match Highlights,https://www.youtube.com/watch?v=XCr1xpwEuZQ&list=PLCGIzmTE4d0hww7NG9ytmooEUZov2k-23&index=52,XCr1xpwEuZQ,2018-06-18T17:31:34Z,51
53,Sweden v Korea Republic | 2018 FIFA World Cup | Match Highlights,https://www.youtube.com/watch?v=5ZlE-hUl5UU&list=PLCGIzmTE4d0hww7NG9ytmooEUZov2k-23&index=53,5ZlE-hUl5UU,2018-06-18T14:41:09Z,52
54,Brazil v Switzerland | 2018 FIFA World Cup | Match Highlights,https://www.youtube.com/watch?v=3dWrKNrWbWQ&list=PLCGIzmTE4d0hww7NG9ytmooEUZov2k-23&index=54,3dWrKNrWbWQ,2018-06-17T20:35:39Z,53
55,Germany v Mexico | 2018 FIFA World Cup | Match Highlights,https://www.youtube.com/watch?v=6BSeFs40QOI&list=PLCGIzmTE4d0hww7NG9ytmooEUZov2k-23&index=55,6BSeFs40QOI,2018-06-17T17:53:19Z,54
56,Costa Rica v Serbia | 2018 FIFA World Cup | Match Highlights,https://www.youtube.com/watch?v=bA6_7wFvG0E&list=PLCGIzmTE4d0hww7NG9ytmooEUZov2k-23&index=56,bA6_7wFvG0E,2018-06-17T14:27:32Z,55
57,Croatia v Nigeria | 2018 FIFA World Cup | Match Highlights,https://www.youtube.com/watch?v=qS-V5h0wKr8&list=PLCGIzmTE4d0hww7NG9ytmooEUZov2k-23&index=57,qS-V5h0wKr8,2018-06-16T21:36:00Z,56
58,Peru v Denmark | 2018 FIFA World Cup | Match Highlights,https://www.youtube.com/watch?v=O4odLCih0Os&list=PLCGIzmTE4d0hww7NG9ytmooEUZov2k-23&index=58,O4odLCih0Os,2018-06-16T18:51:30Z,57
59,Argentina v Iceland | 2018 FIFA World Cup | Match Highlights,https://www.youtube.com/watch?v=Xvarnwv6hRk&list=PLCGIzmTE4d0hww7NG9ytmooEUZov2k-23&index=59,Xvarnwv6hRk,2018-06-16T15:43:29Z,58
60,France v Australia | 2018 FIFA World Cup | Match Highlights,https://www.youtube.com/watch?v=-4_SXeQdIJo&list=PLCGIzmTE4d0hww7NG9ytmooEUZov2k-23&index=60,-4_SXeQdIJo,2018-06-16T13:29:41Z,59
61,Portugal v Spain | 2018 FIFA World Cup | Match Highlights,https://www.youtube.com/watch?v=4rp2aLQl7vg&list=PLCGIzmTE4d0hww7NG9ytmooEUZov2k-23&index=61,4rp2aLQl7vg,2018-06-15T20:43:12Z,60
62,Morocco v IR Iran | 2018 FIFA World Cup | Match Highlights,https://www.youtube.com/watch?v=rG6hK0eZ_Ys&list=PLCGIzmTE4d0hww7NG9ytmooEUZov2k-23&index=62,rG6hK0eZ_Ys,2018-06-15T17:34:55Z,61
63,Egypt v Uruguay | 2018 FIFA World Cup | Match Highlights,https://www.youtube.com/watch?v=LPzZa-Btx6I&list=PLCGIzmTE4d0hww7NG9ytmooEUZov2k-23&index=63,LPzZa-Btx6I,2018-06-15T14:40:12Z,62
64,Russia v Saudi Arabia | 2018 FIFA World Cup | Match Highlights,https://www.youtube.com/watch?v=SDY1N-IJOA8&list=PLCGIzmTE4d0hww7NG9ytmooEUZov2k-23&index=64,SDY1N-IJOA8,2018-06-14T18:01:46Z,63
