אחותי קפצה כיתה,none,"🎬 אחותי קפצה כיתה\n🎭 ז’אנר: קומדיה, משפחה\n📅 שנת יציאה: 2022\n\n📖 תקציר: עידו, נער מתבגר שחייו בבית הספר מתנהלים על מי מנוחות, מקבל הפתעה לא צפויה כשאחותו הקטנה והמוכשרת, עלמה, קופצת כיתה ונכנסת לכיתה שלו. כעת הוא נאלץ להתמודד עם הסיטואציה המשעשעת והמביכה, תוך שמירה על מעמדו החברתי. 🎒😂\n\n🔗 קישור לדרייב:\nעונה 1\nhttps://drive.google.com/folderview?id=1-3QBElvPYXeBjMc_QxQxcU7RNmiL6aFa\n\nעונה 2\nhttps://drive.google.com/folderview?id=1-5e3kz0IcsbfbcSTOFAXHDT-_meIiBsC\n\nעונה 3\nhttps://drive.google.com/folderview?id=1-JDDPykjw_4soVv41RtS_tl5kOTH0kna",single,,,g,,,,,0,,,,,,,,seconds,0,0,,,,,,,,,,,,,342,0
איך פגשתי את אמא,none,"🎬 איך פגשתי את אמא\n🎭 ז'אנר: קומדיה, רומנטיקה\n📅 שנת יציאה: 2005\n⏱ אורך פרק: כ-22 דקות\n\nתקציר:\nטד מוסבי מספר לילדיו כיצד הכיר את אמם, במסע מלא בהרפתקאות, אהבה וצחוק. יחד עם חבריו – מרשל, לילי, רובין וברני הכריזמטי – הוא חווה חוויות משוגעות בניו יורק בחיפוש אחר אהבת חייו. האם טד ימצא את האחת? 💛😂\n\n🔗 קישור לדרייב: \n\n♦️ עונה 1♦️\nhttps://drive.google.com/folderview?id=1vuxizz-HfOfp2tNyJLMQIKPu-PIfOEIM\n\n♦️ עונה 2♦️\nhttps://drive.google.com/folderview?id=1AdjcOWPL6SgcoDmbbgXlLvc3PMqacEzB\n\n ♦️ עונה 3♦️\nhttps://drive.google.com/folderview?id=1zGS2WAh7-wwv8dMrr86Jdcs_Kd-utd9g\n\n♦️ עונה 4♦️\nhttps://drive.google.com/open?id=1sPN4TliPfykiIZmyK67eV8dFLZ0U8o0T\n\n♦️ עונה 5♦️\nhttps://drive.google.com/open?id=1g3ltGoWeBthU8tc3l5h1xNxKDv4k9Jkw\n\n♦️ עונה 6♦️\nhttps://drive.google.com/open?id=1gU8cl29m1IH8xOxC5bMBnlrQreb_s7z6\n\n♦️ עונה 7♦️\nhttps://drive.google.com/open?id=10GGQwsk-NWBbrvX1GuOOXuvOjdAcuP0N\n\n  ♦️ עונה 8♦️\nhttps://drive.google.com/open?id=1nWH59CONGHO-NWl53fhveq1uQ45c1d1o\n\n♦️ עונה 9♦️\nhttps://drive.google.com/open?id=1OjFSA4zAyxXfn4LfXSnAztvFYt2uMU-U",single,,,g,,,,,0,,,,,,,,seconds,0,0,,,,,,,,,,,,,242,0
אילת,none,"🎬 אילת\n🎭 ז'אנר: דרמת נוער\n📅 שנת יציאה: 2018\n⏱ אורך פרק: כ-30 דקות\n\n📝 תקציר:\nחבורת בני נוער נפגשת במלון באילת במהלך חופשת הקיץ.  עומרי, נער שמגיע לתחרות סנוקר, ותום, נערה העובדת במלון, מוצאים את עצמם מעורבים בפרשת רצח מסתורית ובחיפוש אחר תרופה למחלה נדירה ממנה סובלת אחותה של תום.  במהלך הסדרה נרקמים קשרים רומנטיים, נחשפים סודות משפחתיים ומתפתחות דרמות אישיות.  הסדרה משלבת מתח, רומנטיקה והרפתקאות על רקע הנופים של העיר הדרומית.   🎱🏨🌞\n\n> *🔗 קישור לדרייב:*\nhttps://drive.google.com/drive/folders/14F8CoC7OC3A4p33_shv6KzuhbgvLrCes",single,,,g,,,,,0,,,,,,,,seconds,0,0,,,,,,,,,,,,,720,0
אינדל,none,"🎬 אינדל\n🎭 ז'אנר: דרמה, פשע\n📅 שנת יציאה: 2024\n⏱ אורך פרק: כ-50 דקות\n\nתקציר:\nהסדרה עוקבת אחרי אינדל, צעיר שמחליט להקים אוטונומיה בשכונת רובע ו' באשדוד ולהתמודד מול הממסד. עם כישורים מניפולטיביים, הוא מנסה לשנות את חוקי המשחק ולהוביל את השכונה לכיוון חדש. 💥💣\n\n🔗 קישור לדרייב:\nhttps://drive.google.com/drive/folders/1RUnXI41dkl_tQ4fcAEZmkQIGz3V3x-s-",single,,,g,,,,,0,,,,,,,,seconds,0,0,,,,,,,,,,,,,77,0
איננה,none,"🎬 איננה \n🎭 ז'אנר: דרמה • מתח • אימה פסיכולוגית \n📅 שנת יציאה: 2025\n⏱ מספר פרקים: 8 פרקים, כ-42 דקות פר פרק \n\n📝 תקציר:\nנויה, נערה בת 17, מתה בתאונת דרכים בערבה בתנאים מסתוריים. אביה לשעבר לוחם קרבי, אבנר, לא מאמין שהיתה תאונה רגילה. יחד עם חברתה הטובה דריה, וחוקר משטרה בשם עמית, הוא מתחיל לחקור. תוך כדי החקירה מתגלה שימוש בטכנולוגיה של מציאות רבודה ו-משחק ממכר בשם Wonder — שהסודות שלו עשויים לשנות את כל מה שהם חשבו שהם יודעים.\n\n> Driveflix\n🔗 קישור לדרייב:\nhttps://drive.google.com/drive/folders/1DhZwydi_V0Eb6xg44PALcA9aNzG2Jncn",single,,,g,,,,,0,,,,,,,,seconds,0,0,,,,,,,,,,,,,973,0
אל עצמי,none,"🎬אל עצמי\n🎭ז'אנר: דרמה, סדרת ילדים ונוער\n📅שנת יציאה: 2025\n⏱️אורך: כ-25 דקות לפרק\n\n📝תקציר:\nציון כהן, ילד מבית שאן, נשלח להתגורר בבית אומנה בחיפה 🏠📚. דרך היומן שהוא כותב מדי ערב ✍️📖, הוא מתמודד עם מציאות חדשה 😔🤝, מגלה את הקול הפנימי שלו 💭❤️ ומוצא שייכות במקום לא מוכר 🌟🛤️.\n\nלצפיה בסדרה ⬇️🎥🔥\nhttps://drive.google.com/drive/folders/1-7F-cLJ0c2Dp7lkfjGFNp4RXaa62X8sJ",single,,,b,,,,,0,,,,,,,,seconds,0,0,,,,,,,,,,,,,931,0
אליטה,none,"🎬 אליטה (סדרה)\n🎭 ז'אנר: פעולה, הרפתקאות, מדע בדיוני\n📅 שנת יציאה: 2018\n⏱ אורך פרק: 50 דקות (בערך)\n\nתקציר:\nהסדרה ""אליטה"" עוקבת אחרי קבוצה של תלמידים בבית ספר פנוי בספרד, המגיעים ממדינות שונות ומעולמות שונים, כאשר כל אחד מהם שומר סוד משלו.\n\n🔗 קישור לדרייב: \nעונה 1\nhttps://drive.google.com/drive/folders/18r2n9YlS29Qfx948FwdItW3_DcOV8L8Y\n\nעונה 2\nhttps://drive.google.com/drive/folders/18z9slpQuKaf1rCt2XzoME09dt9XUfq27\n\nעונה 3\nhttps://drive.google.com/drive/folders/18zL-5NOLaMIaQawLyVQGhClnTJQXoP8l\n\nעונה 4\nhttps://drive.google.com/drive/folders/19DX6l9McLPGKmQkq7usHGrsVpvx-ESp9\n\nעונה 5\nhttps://drive.google.com/drive/folders/19KKzcyXtOxUS62SauZYlbqKoyAYHogAO\n\nאין את שאר העונות כרגע🙏😓",single,,,g,,,,,0,,,,,,,,seconds,0,0,,,,,,,,,,,,,220,0
אריות הים,none,"🎬 אריות הים\n🎭 ז’אנר: דרמה, אקשן, מלחמה\n📅 שנת יציאה: 2017\n⏱ אורך פרק: כ-43 דקות\n\n“תקציר: יחידת העלית של כוחות ה-Navy SEALs מתמודדת עם משימות מסוכנות ברחבי העולם, תוך ניסיון לשמור על חייהם האישיים והמשפחתיים. כשהם נשלחים למבצעים סודיים, הם נדרשים להפגין אומץ, חוכמה ונאמנות בלתי מתפשרת. 🎖️🔥”\n\n🔗 קישור לדרייב: https://drive.google.com/drive/folders/1AgN_1JWuOlO32MqD_QIzklEn9RhmIyGq",single,,,g,,,,,0,,,,,,,,seconds,0,0,,,,,,,,,,,,,252,0
ארקיין,none,"👇 ""_ארקיין עונה 1_"" 👇\n\nפרק 1 (1080HD): ↙️\nhttps://drive.google.com/file/d/1ReuY6hkvKCezODlULu14AQPI768KA-e6/view\nפרק 2 (1080HD): ↙️\nhttps://drive.google.com/file/d/1NO316o2P4Ra6EpukiYDIzLUjv1IWaCEe/view\nפרק 3 (1080HD): ↙️\nhttps://drive.google.com/file/d/1IGSUbn67aIefB3WtkoNtJRIScjYbrfCl/view\nפרק 4 (720HD): ↙️\nhttps://drive.google.com/file/d/1UlU9VUMCystZsbopwr-Cj67l5X6PwsF2/view\nפרק 5 (720HD): ↙️\nhttps://drive.google.com/file/d/1S27s7q9E2cqjNYFbmtnLUVHnPgkeCj-s/view\nפרק 6 (720HD): ↙️\nhttps://drive.google.com/file/d/1F3zdua_rx6-7VnIEeWom6ZPIQNqeYEem/view\nפרק 7 (720HD): ↙️\nhttps://drive.google.com/file/d/1M5IeqH4K6Mm4enzS2Rc0lL-e-skuUVzW/view\nפרק 8 (720HD): ↙️\nhttps://drive.google.com/file/d/1DYmea_aF01VjWb_YDJ3aqvdVHv-gDpjN/view\nפרק 9 (720HD): ↙️\nhttps://drive.google.com/file/d/1THi3Cp-LuIVhGQFOAbACI3Tee1DRcHXJ/view\n\n*עונה 2*\n*קרדיט לבחור שאיתנו בדרייבפליקס שהעלה את עונה *2 לדרייב ושלח לנו :)*\n*ארקיין עונה 2*\nפרק 1\nhttps://drive.google.com/file/d/1-Ay-rrWC5EyLA30qhgYcw9UcYtDqSAOx/view?usp=drivesdk\nפרק 2\nhttps://drive.google.com/file/d/1-GoYLwHcbfXUTuix18hrg6xcfNyYEDpR/view?usp=drivesdk\nפרק 3\nhttps://drive.google.com/file/d/1-IA3tMXA5gNaCrHF1Ht1qi-VWACfHzkO/view?usp=drivesdk\nפרק 4\nhttps://drive.google.com/file/d/1-IhHZpuEcgOESjsVHLylez_w9ehTxfHL/view?usp=drivesdk\nפרק 5\nhttps://drive.google.com/file/d/1-J8AVQKO0i9rmZn4slgJ9Y-l_WNOR4xN/view?usp=drivesdk\nפרק 6\nhttps://drive.google.com/file/d/1-aYVBoTh1wo3YubAZAf05iaICdW7aecD/view?usp=drivesdk\nפרק 7\nhttps://drive.google.com/file/d/1-lNsVpv49UZQIWXNktGq7hmE7cDlY3oh/view?usp=drivesdk\nפרק 8\nhttps://drive.google.com/file/d/1-mMDCUgJ2AG2rWXBK1fPO2y2j3efdPEZ/view?usp=drivesdk\nפרק 9\nhttps://drive.google.com/file/d/11waTx_38XidFi9P_sR-UrVrdYsiI0GZ2/view?usp=drivesdk",single,,,g,,,,,0,,,,,,,,seconds,0,0,,,,,,,,,,,,,315,0
אשמתי,none,"🎬 אשמתי  ~ אוסף ~ (Culpables)\n🎭 ז'אנר: רומנטיקה • דרמה • צעירים.\n📅 שנות יציאה:\nאשמתי – 2023 | אשמתך – 2024 | אשמתנו – 2025 | אשמתי: לונדון – 2025\n⏱ אורך ממוצע: כ-110 דקות לכל סרט\n> 📝 תקציר:\nנואה וניק נשאבים לאהבה אסורה וטעונה שמתחילה בתשוקה חזקה ומתנגשת במשפחה, סודות והבדלי מעמדות. הקשר הסוער עובר דרך קנאה, בגידות ופרידות כואבות, כשהזמן מפריד ביניהם אך לא מצליח למחוק את הרגשות. בכל שלב הם נאלצים להתמודד עם ההשלכות של הבחירות שלהם ועם השאלה האם אהבה אמיתית יכולה לשרוד טעויות.\n\n> Driveflix\n\n🔗 קישור לדרייב:\nhttps://drive.google.com/drive/folders/1D8DrlwzGx8oa3GdNPdPVMUpPMWJDQzJ2",single,,,g,,,,,0,,,,,,,,seconds,0,0,,,,,,,,,,,,,1030,0
באהבה קיטי,none,"🎬 באהבה קיטי\n🎭 ז'אנר: דרמה קומית רומנטית\n📅 שנת יציאה: עונה 1:\n2023, \nעונה 2: 2025\n⏱ אורך פרק: כ-30 דקות\n\n\n📝 תקציר:\nקיטי, השדכנית הצעירה, מגשימה את חלומה ומתחילה ללמוד בבית ספר יוקרתי בסיאול. היא מגלה שהחיים, האהבה והמשפחה מורכבים יותר מכפי שחשבה. \n\n\n> *הועלה ע""י Qbzn*\n> 🔗 קישור לדרייב:\n> *עונה 1:*\nhttps://drive.google.com/drive/folders/15hNn1vv4i-5qgl9TF8ZD0gcX30BCwux2\n\n> *הועלה ע""י Qbzn*\n> *עונה - 2:*\nhttps://drive.google.com/drive/folders/1WH9AmXjkPXaHNflz2e784mlFC-B_K6dX\n\n> *דרייבפליקס*",single,,,g,,,,,0,,,,,,,,seconds,0,0,,,,,,,,,,,,,523,0
באהבה קייטי,none,"🎬 באהבה, קייטי\n🎭 ז’אנר: דרמה, משפחה\n📅 שנת יציאה: 2023\n\n📖 תקציר: קייטי היא נערה צעירה שמתמודדת עם שינויים גדולים בחייה כשהיא נאלצת לעבור לעיר חדשה ולהתחיל מחדש. עם לב פתוח והרבה נחישות, היא מוצאת חברים חדשים, חווה אהבות ראשונות ומתמודדת עם אתגרים אישיים שיגרמו לה להבין מה באמת חשוב בחיים.\n\n🔗 קישור לדרייב:\nעונה 1\nhttps://drive.google.com/drive/folders/1WrhWKrtU9EUvQOZLA8w1nCVQFFjBo4Fc",single,,,g,,,,,0,,,,,,,,seconds,0,0,,,,,,,,,,,,,448,0
בובספוג,none,"🎬 בובספוג מכנסמרובע - סדרה\n🎭 ז’אנר: אנימציה, קומדיה, ילדים\n📅 שנת יציאה: 1999\n\n📖 תקציר: בובספוג הוא ספוג ים עליז שחי בתוך אננס תת-ימי בעיר ביקיני בוטום. יחד עם חבריו – פטריק כוכב הים, סקווידוויד, סנדי וצדף המחמד שלו גארי – הוא יוצא להרפתקאות משוגעות, עובד במסעדת הסרטן הפריך ולא מפסיק לשגע את סביבתו. 🌊🍍\n\n🔗 קישור לדרייב:\nעונה 1\nhttps://drive.google.com/drive/folders/1lMqAL4mR7kJyOdVdYUaIYP7ywKcAAESm",single,,,g,,,,,0,,,,,,,,seconds,0,0,,,,,,,,,,,,,359,0
בייבי בום,none,"🎬 בייבי בום \n🎭 ז'אנר: דרמה, קומדיה\n📅 שנת יציאה: 2017\n⏱ אורך פרק: 30 דקות\n\n""תקציר: סדרה קומית המתרכזת בחיים של נשים עסוקות ומעמד הביניים שמתמודדות עם הורות, קריירה ולחצים יומיומיים. כל פרק עוקב אחרי הדמויות בעודן מנסות לשלב בין האתגרים השונים של החיים."" 👶🎉\n\n🔗 קישור לדרייב: \n*עונה 5*\nhttps://drive.google.com/drive/folders/1ux_nNdb4VoVdJhoSERSmhRGPTp7B5CGH",single,,,g,,,,,0,,,,,,,,seconds,0,0,,,,,,,,,,,,,162,0
בילי,none,"🎬 בילי (סדרת טלוויזיה ישראלית)\n🎭 ז'אנר: קומדיית מצבים, מדע בדיוני\n📅 שנת יציאה: 2007\n⏱ אורך פרק: 23 דקות\n\n*📝 תקציר:*\n חייזרים בשם בילי נוחתת בטעות בבית משפחת שגב, \nמשפחה ישראלית טיפוסית, ומשנה את חייהם עם הרפתקאות קומיות ומצבים בלתי צפויים👽🏠🤪\n\n> *Qbzn*\n🔗 קישור לדרייב:\nשתי עונות:\nhttps://drive.google.com/drive/folders/10D2Ph7DA58PZ-aSXBZQkxtlFTte6-GJc",single,,,g,,,,,0,,,,,,,,seconds,0,0,,,,,,,,,,,,,602,0
בית הנייר,none,"🎬 בית הנייר\n🎭 ז'אנר: פשע, דרמה, מתח\n📅 שנת יציאה: 2017\n⏱ אורך פרק: כ-45 דקות\n\nתקציר:\nכנופיית שודדים בהנהגת ""הפרופסור"" מבצעת שוד נועז על המטבעה המלכותית של ספרד, במטרה להדפיס מיליארדי יורו תוך הישארות בתוך המבנה במשך ימים. במהלך הזמן, הם מתמודדים עם לחצים מבחוץ ומבפנים במאבק על חירותם. 💰🎭\n\n🔗 קישור לדרייב: https://drive.google.com/drive/folders/1Wc9QEM-jSR26ScPFBocmCcbTKFfvRNjj\n\nעונה 4 - Qbzn\nhttps://drive.google.com/drive/folders/1oYoh4gPbFd4XxA9uxL-Q1QqvS0KXBytt\n\n עונה 5 -  Qbzn\nhttps://drive.google.com/drive/folders/1kOda_KBGQF9q8835C3hzuRMHkLE7B09Z",single,,,g,,,,,0,,,,,,,,seconds,0,0,,,,,,,,,,,,,202,0
בלקספייס,none,"🎬 בלקספייס\n🎭 ז'אנר: דרמת מתח\n📅 שנת יציאה: 2020\n⏱ אורך פרק: כ-40 דקות\n\n📝 תקציר:\nסדרת דרמת מתח ישראלית העוקבת אחר חקירת אירוע ירי בתיכון ""מורשת רבין"" בראשון לציון. במהלך טקס יום הזיכרון, דמויות במסכות חד-קרן מבצעות ירי קטלני. החוקר רמי דוידי, בוגר התיכון, חוזר לחקור את המקרה ומגלה כי התלמידים משתמשים באפליקציה מוצפנת בשם ""בלקספייס"" לתקשורת סודית. 🦄📱🏫\n\n> *הועלה ע""י Qbzn*\n🔗 קישור לדרייב:\n> *Qbzn*\nעונה 1\nhttps://drive.google.com/drive/folders/14EtUTw4JJuTPE9sDBTxpRMAtBNnoUblb\n\n> *Qbzn*\nעונה 2\nhttps://drive.google.com/drive/folders/1leXAMSIQKDQ0iv8BOp2kM03WP5UdROcm",single,,,g,,,,,0,,,,,,,,seconds,0,0,,,,,,,,,,,,,584,0
בני אור,none,"🎬 בני אור\n🎭 ז'אנר: דרמה, מתח, פשע\n📅 שנת יציאה: 2024\n⏱ אורך פרק: 45 דקות\n\nתקציר:\nהסדרה עוקבת אחרי סיפורם של צעירים מזרחיים החיים בשולי החברה בתל אביב. הם מוצאים את עצמם מסתבכים עם עולם תחתון ומציאות של אלימות ושוחד, כאשר כל צעד שלהם מלווה במאבק פנימי בשאלה מי הם באמת ומהי האמת לגבי עולמם.\n\n🔗 קישור לדרייב: https://drive.google.com/drive/folders/10x13WSlzm635YVEXhj7-ElLQIyJzm96y",single,,,g,,,,,0,,,,,,,,seconds,0,0,,,,,,,,,,,,,205,0
