"מבעד לחלוני 1","none","🎬 מבעד לחלוני 1\n📅 שנת יציאה: 2022\n🎭 ז'אנר: דרמה, פנטזיה\n⏱ אורך הסרט: 103 דקות\n\nתקציר:\nהסרט עוקב אחרי דמות שחייה משתנים לגמרי כאשר היא נתקלת במציאות מקבילה ומפתיעה שמאתגרת את כל מה שהיא חשבה על העולם. במהלך הסרט, היא מתחילה להבין שיש יותר ממה שנראה לעין. 👀✨\n\nקישור לדרייב: https://drive.google.com/file/d/1lTGRCveIYm0WTargozaU0nZF68Tp01j7/view?usp=drivesdk","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"17","0"
"מבעד לחלוני 2","none","🎬 מבעד לחלוני 2\n📅 שנת יציאה: 2023\n🎭 ז'אנר: דרמה, פנטזיה\n⏱ אורך הסרט: 106 דקות\n\nתקציר:\nההמשך של ""מבעד לחלוני"" מלווה את הדמויות כאשר הן ממשיכות להתמודדות עם המציאות מקבילה ומורכבת יותר. המסע הזה מביא עמו אתגרים חדשים, וגורם לדמויות לקחת החלטות מסובכות על גורלן. 🌍🔮\n\nקישור לדרייב: https://drive.google.com/file/d/1SawFwdZ5t1cbZ-b6Z3ybRxsInlIfbmHS/view?usp=drivesdk","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"18","0"
"מבעד לחלוני 3 ","none","🎬 מבעד לחלוני 3 \n📅 שנת יציאה: 2024\n🎭 ז'אנר: קומדיה, רומנטיקה\n⏱ אורך הסרט: 105 דקות\n\nתקציר:\nחלק אחרון בטרילוגיה הרומנטית הספרדית. ראקל וארס יוצאים עם אחרים אבל לא מפסיקים לחשוב זה על זה. האם יחזרו להיות ביחד למרות הלחץ המשפחתי? \n\nקישור לדרייב: https://drive.google.com/file/d/1OM9CaPd6gcw6_XNkY2B0TxZm6iOhWMt2/view?usp=drivesdk
"300 הסרט","none","🎬 300 הסרט\n📅 שנת יציאה: 2006\n🎭 ז'אנר: אקשן, היסטוריה\n⏱ אורך הסרט: 117 דקות\n\nתקציר:\nסיפור הקרב המפורסם של 300 הלוחמים הספרטנים שנלחמים בקרב תרמופילאי מול הצבא הפרסי העצום. הסרט מציג קרב עקוב מדם, המלא באומץ ונחישות, תוך דגש על כבוד, חברות ועקרונות. ⚔️🏛️\n\n> Driveflix\n \nקישור לדרייב:\nhttps://drive.google.com/file/d/1u6twvrbOhvqvey81CW2RD8gpeoMd3H-w/view?usp=drivesdk","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"19","0"
"צ'רלי וחצי","none","🎬 צ'רלי וחצי\n🎭 ז'אנר: קומדיה\n📅 שנת יציאה: 1974\n⏱ אורך הסרט: 95 דקות\n\n📖 תקציר:\nקומדיה ישראלית קלאסית על צ'רלי, נוכל קטן וחביב, וחצי, ילד רחוב שובב שמסתבך איתו בהרפתקאות מצחיקות ברחבי העיר. הסרט משלב הומור, דמויות בלתי נשכחות וציטוטים שהפכו לקלאסיקה ישראלית 🎭😂\n\n🔗 קישור לדרייב: https://drive.google.com/file/d/11gIv05Bgt9V22vbLcXPlBvU86VKOZQRP/view?usp=drivesdk","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"20","0"
"הגל החמישי","none","🎬 הגל החמישי\n📅 שנת יציאה: 2016\n🎭 ז'אנר: אקשן, הרפתקאות, מדע בדיוני\n⏱ אורך הסרט: 112 דקות\n\nתקציר:\nהעולם נתון במתקפה חייזרית והאנושות חייבת להילחם כדי לשרוד. הדמות הראשית, קאסי, יוצאת למסע הישרדות תוך חיפוש אחרי אחותה הקטנה. הסרט מציג עימותים מדעיים ומורכבות רגשית בעולם פוסט-אפוקליפטי. 👽🌍\n\nקישור לדרייב: https://drive.google.com/file/d/1MCYHyDnEf6kw7ruu-qdfOHjEys9FEzID/view?usp=drivesdk","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"21","0"
"מבצע סנטה","none","🎬 מבצע סנטה\n📅 שנת יציאה: 2022\n🎭 ז'אנר: קומדיה, אקשן\n⏱ אורך הסרט: 103 דקות\n\nתקציר:\nכשהכלא יוצא מבית הכלא לשם מבצע סנטה, הוא מתמודד עם התמודדות חדשה לא רק נגד אויבים, אלא גם עם דילמות מוסריות. קומדיה מקסימה ומלאה באקשן. 🎅💥\n\nקישור לדרייב: https://drive.google.com/file/d/1-OQjTFlL_HJoFkWy4qgGCGObQJJrjell/view?usp=drivesdk","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"22","0"
"57 שניות","none","🎬 57 שניות\n📅 שנת יציאה: 2022\n🎭 ז'אנר: אקשן, מותחן\n⏱ אורך הסרט: 90 דקות\n\nתקציר:\nדמות ראשית חייבת לנצח נגד הזמן אחרי שגילתה שנגנבה ממנה טכנולוגיה מסוכנת. עם 57 שניות על השעון, היא נאבקת כדי למנוע אסון. ⏳🔫\n\nקישור לדרייב: https://drive.google.com/file/d/1fvp0xnMI2EJ9NXsAcCHhux9aowYju15q/view?usp=drivesdk","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"23","0"
"חתונה יפהפייה","none","🎬 חתונה יפהפייה\n📅 שנת יציאה: 2021\n🎭 ז'אנר: דרמה, קומדיה רומנטית\n⏱ אורך הסרט: 97 דקות\n\nתקציר:\nהסרט מתאר את סיפורה של זוגיות מרגשת תוך חקירה של משמעות האהבה. הסיפור נוגע במערכות יחסים, מבצע חתונה בלתי צפויה שמרקיעה את חיי הדמויות. 💍💖\n\nקישור לדרייב: https://drive.google.com/file/d/1BuMNseofttUok0RoqmV7_cZEfrZrHAEu/view?usp=drivesdk","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"24","0"
"כביש הסרגל","none","🎬 כביש סרגל\n📅 שנת יציאה: 2025\n🎭 ז'אנר: דרמה, מותחן\n⏱ אורך הסרט: 110 דקות\n\nתקציר:\nהסרט הישראלי עוקב אחרי קבוצת אנשים המוצאים את עצמם לכודים בכביש נידח באמצע שום מקום. בזמן שההתרחשויות מתחילות לצאת משליטה, כל אחד מהם מוצא את עצמו מתמודד עם פחדים ומוסר. סרט מותח שמעמיד את הדמויות בניסיון קיומי. 🚗🛣️\n\nקישור לדרייב: https://drive.google.com/file/d/14Xwlgm9Mzj6ARhKS3Jb3dY_TANf61TSE/view?usp=drivesdk","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"25","0"
"שנות ה90","none","🎬 שנות התשעים\n🎭 ז'אנר: דרמה, נוסטלגיה\n📅 שנת יציאה: 2022\n⏱ אורך פרק: 30 דקות\n\nתקציר:\nהסדרה מציגה את חוויותיהם של חבורה של חברים בשנות ה-90, בתקופה של שינוי חברתי ותרבותי. הסדרה עוסקת בזיכרונות, חברות, והתמודדויות בעידן טרום האינטרנט והטכנולוגיה. 🕹️📼\n\n🔗 קישור לדרייב: https://drive.google.com/drive/folders/1fEOLx7kYQceBfdoQO6ysHeI0Hbpttrxg","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"28","0"
"שטח","none","🎬 שטח\n🎭 ז'אנר: דרמה, מתח\n📅 שנת יציאה: 2021\n⏱ אורך פרק: 40 דקות\n\nתקציר:\nהסדרה מתארת את חייהם של צעירים המתגייסים למשימות סודיות בשטחי החוץ של ישראל. הסיפור מלא במתח, כישורים טכניים, והתמודדות עם שאלות מוסריות תוך כדי פעילות מסוכנת. 🔒🕵️‍♂️\n\n🔗 קישור לדרייב: https://drive.google.com/drive/folders/12rAoiYKY9TJPjeYitviPDHAcbZH2bBxB","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"29","0"
"נמלטים","none","🎬 נמלטים\n🎭 ז'אנר: דרמה, מתח, פעולה\n📅 שנת יציאה: 2020\n⏱ אורך פרק: 50 דקות\n\nתקציר:\nהסדרה עוקבת אחרי שני אנשים שנפלו תחת השעון המוסדיים והפוליטיים, והם מנסים להימלט מהעבר המורכב שלהם. הם מגלים שבסופו של דבר, החופש עולה במחיר כבד. 🏃‍♂️💥\n\n🔗 קישור לדרייב: https://drive.google.com/drive/folders/1XQThe9yx2R5Y-XwJbjknMQY1DjNyWfC7","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"30","0"
"פאודה","none","🎬 פאודה\n🎭 ז'אנר: דרמה, פעולה, מתח\n📅 שנת יציאה: 2015\n⏱ אורך פרק: 45 דקות\n\nתקציר:\nהסדרה עוקבת אחרי סוכני ימ""מ במלחמתם מול טרוריסטים, תוך שהיא מציגה את המאבק האלים והרגשי של שני הצדדים. הסדרה מתארת את חייהם של הלוחמים והמתמודדים מהצד הפלסטיני, במתח גבוה וסיטואציות מסוכנות. 🔫🌍\n\n🔗 קישור לדרייב:\nעונות 1-4 https://drive.google.com/drive/folders/10GCq4UYC53-t6npzolNPu1T5U5ZqrOTQ\n\nעונה 4 פרק 12\nhttps://drive.google.com/file/d/1ozMQpvckJgxEAQvswoevyzqrVLAMooNO/view?usp=drivesdk","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"31","0"
"טהרן","none","🎬 טהרן\n🎭 ז'אנר: דרמה, מתח, ריגול\n📅 שנת יציאה: 2020\n⏱ אורך פרק: 45 דקות\n\nתקציר:\nהסדרה עוקבת אחרי סוכנת מוסד צעירה, המוצאת את עצמה לכודה בטהרן לאחר שהמשימה שלה משתבשת. היא חייבת לנווט בין אויבים, סודות ואיומים, ולנסות להימלט ממצבים מסוכנים תוך כדי שהיא מנסה לחשוף את האמת. 🕵️‍♀️🌍\n\n🔗 קישור לדרייב:\nעונה 1-2\n https://drive.google.com/drive/folders/1EDEWirmOj-Kmn1glbSEIC757AxlqklNy\n\nעונה 3\nhttps://drive.google.com/drive/folders/1R4WVCYwIruGuWSGBOaY0Mf83zN7Llosi","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"32","0"
"קופה ראשית","none","🎬 קופה ראשית עונות 1 - 5 (מתעדכן)\n🎭 ז'אנר: קומדיה\n📅 שנת יציאה: 2018\n\nתקציר:\nהסדרה עוקבת אחרי צוות עובדים בסניף של רשת סופרמרקטים, ומציגה את ההתמודדויות היומיומיות של העובדים והלקוחות. עם הרבה הומור וקומדיה שקטה, הסדרה סוקרת את החיים במרכול הישראלי. 😂🛒\n\n🔗 קישור לדרייב: https://drive.google.com/drive/folders/18X3u9aAfOqxQ-u_eW5-XdX59-EdpT0T4","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"33","0"
"צומת מילר","none","🎬 צומת מילר\n🎭 ז'אנר: קומדיית מצבים\n📅 שנת יציאה: 2016\n⏱ אורך פרק: 25–40 דקות\nעונות 1 עד 4\n\nתקציר:\n""צומת מילר"" היא קומדיית מצבים ישראלית שבה אדיר מילר מגלם את עצמו, מציג את חייו האישיים והמקצועיים בצורה הומוריסטית. הסדרה עוקבת אחרי אדיר, אשתו הפסיכולוגית המפורסמת, ילדיהם, חברים ועמיתים לתעשיית הבידור, ומציגה את ההתמודדויות היומיומיות שלהם. הסדרה שודרה בין השנים 2016 ל-2022, וכללה ארבע עונות.\n\n🔗 קישור לדרייב:\nעונות 1-3 https://drive.google.com/drive/folders/1z-6hYjdT4ri3gfbEpYLMi_BZPbB2ZBU_\n\n⬇️ צומת מילר עונה 4 ⬇️\nפרק 1 ↙️\nhttps://drive.google.com/file/d/1NT_ztgy3yDIRSS8cMb1VOnnAdqHdV9M2/view\nפרק 2 ↙️\nhttps://drive.google.com/file/d/1mVemv0YKj07xTV3AGs6W5XnnBRr9eBhd/view\nפרק 3 ↙️\nhttps://drive.google.com/file/d/1SYIIklNr_DScdT_GK02l9y5ZAlg5bC_O/view\nפרק 4 ↙️\nhttps://drive.google.com/file/d/1RF3AAWKvNiXvTdjUgBgtuUdsxuFrOaEt/view\nפרק 5 ↙️\nhttps://drive.google.com/file/d/1JPR7nJo_8aq93O2FGrek-sMg7NuH5rQa/view\nפרק 6 ↙️\nhttps://drive.google.com/file/d/1da8p3wrqW2QsWl8Qc-wOPs82_cWWtTUS/view\nפרק 7 ↙️\nhttps://drive.google.com/file/d/1pKuQY2i5dc2IiURiX7ANvuCAfeGSvxpK/view\nפרק 8 ↙️\nhttps://drive.google.com/file/d/1Xp6va1ThBVRraG0LJXINuh901L4ZTrcf/view\nפרק 9 ↙️\nhttps://drive.google.com/file/d/1A87FWFoxT6iuvhhXmxo8-kKtiFo0sb7U/view\nפרק 10 ↙️\nhttps://drive.google.com/file/d/1F97P1TFMSc5_jjsHnn4B3qfvWJObhgVN/view\nפרק 11 ↙️\nhttps://drive.google.com/file/d/1k9tT4xVVUFg8BoonQshMFC01eBYhStki/view\nפרק 12 (אחרון לעונה!) ↙️\nhttps://drive.google.com/file/d/1MW82L5fTb4msPv0yaB-ip4bCLdP5QcWn/view\nפרק 13 - ספיישל ↙️\nhttps://drive.google.com/file/d/1Rgsr8v06dg7ARy5JZpr1o22w3YQYZSDN/view","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"34","0"
"זאב צעיר","none","🎬 זאב צעיר\n🎭 ז'אנר: דרמה, מתח\n📅 שנת יציאה: 2020\n⏱ אורך פרק: 50 דקות\n\nתקציר:\nהסדרה עוקבת אחרי גיבור שמגייס את כישוריו כדי להילחם בעוולות ובפשעים, כל זאת תוך כדי שהוא מתמודד עם אתגרים אישיים ורגשיים. הסדרה מלאת מתח, פעולה ועימותים, ובוחנת את מאבקי החיים בעיר הגדולה. 🦊⚖️\n\n🔗 קישור לדרייב: https://drive.google.com/drive/folders/1AjOJhtZzwg_cHoJrwN7sjjT6vxX2Fm-F","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"35","0"
"מלך האריות 2","none","🎬 מלך האריות 2\n🎭 ז'אנר: אנימציה, הרפתקאות, משפחה\n📅 שנת יציאה: 1998\n⏱ אורך סרט: 82 דקות\n\nתקציר:\nהסרט מציג את סיפורו של קיארה, בתו של סימבה, שמוצאת את עצמה מתמודדת עם המשמעות של להיות יורשת העצר. היא יוצאת להרפתקה כדי להוכיח את עצמה ולהבין את המורשת שלה. 💫🦁\n\n🔗 קישור לדרייב מדובב🔊: \nhttps://drive.google.com/file/d/1Iie7fk5VjQppvQ3LmaW8q5qYzVBT0zAw/view\n\n🔗 קישור לדרייב מתורגם🌐: https://drive.google.com/file/d/15KUEVOImCjxxj27Y2SvfLN6FEzPLYpR7/view?usp=drivesdk","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"36","0"
"מלך האריות 3","none","🎬 מלך האריות 3\n🎭 ז'אנר: אנימציה, הרפתקאות, משפחה\n📅 שנת יציאה: 2004\n⏱ אורך סרט: 77 דקות\n\nתקציר:\nהסרט מתמקד בסיפורם של טימון ופומבה, שני הדמויות המוכרות מהסרט הראשון, ומספר את סיפוריהם האישיים וההרפתקאות שלהם, כולל הדרך בה הם פגשו את סימבה והפכו לחבריו הטובים. 🦝🍍\n\n🔗 קישור לדרייב: https://drive.google.com/file/d/1NdnQiv9gkc9WczStpHIOMyfmK0Xvi8ez/view?usp=drivesdk","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"37","0"
"קונג פו פנדה 1","none","🎬 קונג פו פנדה 1\n🎭 ז'אנר: אנימציה, פעולה, הרפתקאות\n📅 שנת יציאה: 2008\n⏱ אורך סרט: 92 דקות\n\nתקציר:\nפוה, דוב פנדה חולמני, מגלה שהוא נבחר להיות לוחם הקונג פו האגדי. הוא מתחיל ללמוד את סודות הקונג פו ומגלה שהוא מסוגל להתמודד עם אתגרים בלתי צפויים. 🐼🥋\n\n🔗 קישור לדרייב מדובב🔊:\n\n*Qbzn*\n https://drive.google.com/file/d/1qU9gJbFj3OMxRThvwFwz6_3RmybXJlel/view?usp=drivesdk\n\n🔗 קישור לדרייב מתורגם🌐: https://drive.google.com/file/d/1zfAr7GR_DhsG7L56hmMjDwXpaN1PxKvm/view?usp=drivesdk","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"38","0"
"קונג פו פנדה 2","none","🎬 קונג פו פנדה 2\n🎭 ז'אנר: אנימציה, פעולה, הרפתקאות\n📅 שנת יציאה: 2011\n⏱ אורך סרט: 90 דקות\n\nתקציר:\nפוה יוצא למשימה חדשה כדי להתמודד עם אויב חדש, עכבר בשם שן, שמאיים להרוס את כל מה שפוה אוהב. הוא חייב ללמוד על עברו כדי להיות מסוגל להביס את האויב ולהציל את העמק. 🐼⚔️\n\n🔗 קישור לדרייב מדובב🔊: \n\n*Qbzn*\n\nhttps://drive.google.com/file/d/1EmyWLId7yA1mvdbMBkNXNdhAnleKvxcG/view?usp=drivesdk\n\n🔗 קישור לדרייב מתורגם🌐: https://drive.google.com/file/d/1AbNc5X-TsTCLVdZi2QR9oH-EnZP5J1Ha/view?usp=drivesdk","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"39","0"
"קונג פו פנדה 3","none","🎬 קונג פו פנדה 3\n🎭 ז'אנר: אנימציה, פעולה, הרפתקאות\n📅 שנת יציאה: 2016\n⏱ אורך סרט: 95 דקות\n\nתקציר:\nפוה מוצא את אביו האבוד, אך מתמודד עם האתגר של למוד כיצד להיות מנהיג בכפר פנדה ולהתמודד עם אויב חדש - קיא. הוא מוצא את הכוחות הפנימיים שמאפשרים לו להתעלות על כל קושי. 🐼💥\n\n🔗 קישור לדרייב מדובב🔊: \n\n*Qbzn*\n\nhttps://drive.google.com/file/d/1sUEwnGnAO_rw9tbpj4jn6E8ZW2qdEMwM/view?usp=drivesdk\n\n🔗 קישור לדרייב מתורגם🌐: https://drive.google.com/file/d/1QcT1l9yOyFqEXM0pzrrx_LOXpQa146Ke/view?usp=drivesdk","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"40","0"
"קונג פו פנדה 4","none","🎬 קונג פו פנדה 4\n🎭 ז'אנר: אנימציה, פעולה, הרפתקאות\n📅 שנת יציאה: 2024\n⏱ אורך סרט: 99 דקות\n\nתקציר:\nפוה וידידיו צריכים להתמודד עם אויב חדש שכולל את כל כוחות הרשע בעולם הקונג פו. פוה ימצא את עצמו בסיטואציות מסוכנות ויתמודד עם פחדים מהעבר, כשהוא מנסה להוביל את כל הקונג פו פנדה למסע קרב חדש ומאתגר. 🐼🥋\n\n🔗 קישור לדרייב מדובב🔊:\n\n*Qbzn*\nhttps://drive.google.com/file/d/18RxgWgx9HWdO5p8V1Q5MG1fjD7psNEXB/view?usp=drivesdk\n\n🔗 קישור לדרייב מתורגם🌐:\nhttps://drive.google.com/file/d/1BxMqaWTxmXQv4x9VthAohLublDylIxEg/view?usp=drivesdk","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"41","0"
"אושפיזין","none","🎬 אושפיזין\n🎭 ז'אנר: דרמה, קומדיה\n📅 שנת יציאה: 2004\n⏱ אורך סרט: 90 דקות\n\nתקציר:\nהסרט מספר את סיפורו של זוג דתי המארח את אורחיו במהלך חג הסוכות. כל אורח מביא עמו אתגרים אישיים, והסיפור עוסק במשמעות החסד והפגשת העבר עם ההווה.\n\n> Driveflix \n🔗 קישור לדרייב:\nhttps://drive.google.com/file/d/1MfmtAuZ8A62vJLzsYqhPhmJ48UvZ3b78/view?usp=drivesdk","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"42","0"
"תמונת ניצחון","none","🎬 תמונת ניצחון\n🎭 ז'אנר: דרמה, מלחמה\n📅 שנת יציאה: 2021\n⏱ אורך סרט: 118 דקות\n\nתקציר:\nהסרט עוקב אחרי סיפורם של חיילים במלחמת יום הכיפורים, ומהם הקשיים וההקרבות שהם חווים בשדה הקרב. זהו סיפור על כבוד, גבורה, והתמודדות עם המשמעות האמיתית של ניצחון. 🏅🇮🇱\n\n🔗 קישור לדרייב: https://drive.google.com/file/d/1xQ9_pBVCnDf78JWTo621dOmYq4bqzy6s/view?usp=drivesdk","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,,"43","0"
